,trial_names,result
240,look_at_obj_in_light-Pencil-None-DeskLamp-303_0:,PASS
241,look_at_obj_in_light-Pencil-None-DeskLamp-303_0:,FAIL
242,look_at_obj_in_light-Pencil-None-DeskLamp-303_0:,FAIL
243,look_at_obj_in_light-BaseballBat-None-DeskLamp-305_0:,PASS
244,look_at_obj_in_light-TennisRacket-None-DeskLamp-302_0:,FAIL
245,look_at_obj_in_light-KeyChain-None-FloorLamp-206_0:,PASS
246,look_at_obj_in_light-CellPhone-None-FloorLamp-211_0:,PASS
247,look_at_obj_in_light-Pencil-None-DeskLamp-306_0:,PASS
248,look_at_obj_in_light-KeyChain-None-FloorLamp-206_0:,PASS
249,look_at_obj_in_light-CellPhone-None-FloorLamp-211_0:,PASS
250,look_at_obj_in_light-TennisRacket-None-DeskLamp-302_0:,PASS
251,look_at_obj_in_light-TennisRacket-None-DeskLamp-302_0:,PASS
252,look_at_obj_in_light-CellPhone-None-FloorLamp-211_0:,PASS
253,look_at_obj_in_light-KeyChain-None-FloorLamp-206_0:,PASS
254,look_at_obj_in_light-Pillow-None-DeskLamp-205_0:,FAIL
255,look_at_obj_in_light-Pillow-None-DeskLamp-205_0:,PASS
256,look_at_obj_in_light-Pillow-None-DeskLamp-205_0:,PASS
257,look_at_obj_in_light-Pencil-None-DeskLamp-306_0:,PASS
258,look_at_obj_in_light-KeyChain-None-FloorLamp-203_0:,FAIL
259,look_at_obj_in_light-CD-None-DeskLamp-306_0:,PASS
260,look_at_obj_in_light-Pencil-None-DeskLamp-307_0:,PASS
261,look_at_obj_in_light-AlarmClock-None-DeskLamp-303_0:,PASS
262,look_at_obj_in_light-AlarmClock-None-DeskLamp-303_0:,PASS
263,look_at_obj_in_light-Pencil-None-DeskLamp-307_0:,PASS
264,look_at_obj_in_light-CD-None-DeskLamp-308_0:,PASS
265,look_at_obj_in_light-Pencil-None-DeskLamp-307_0:,PASS
266,look_at_obj_in_light-CD-None-DeskLamp-308_0:,PASS
267,look_at_obj_in_light-AlarmClock-None-DeskLamp-303_0:,PASS
268,look_at_obj_in_light-Laptop-None-DeskLamp-323_0:,PASS
269,look_at_obj_in_light-Laptop-None-DeskLamp-323_0:,PASS
270,look_at_obj_in_light-Laptop-None-FloorLamp-223_0:,PASS
271,look_at_obj_in_light-Laptop-None-DeskLamp-323_0:,PASS
272,look_at_obj_in_light-WateringCan-None-DeskLamp-218_0:,PASS
273,look_at_obj_in_light-Laptop-None-FloorLamp-223_0:,PASS
274,look_at_obj_in_light-WateringCan-None-DeskLamp-218_0:,PASS
275,look_at_obj_in_light-WateringCan-None-DeskLamp-218_0:,PASS
276,look_at_obj_in_light-CD-None-DeskLamp-308_0:,PASS
277,look_at_obj_in_light-CD-None-DeskLamp-306_0:,FAIL
278,look_at_obj_in_light-KeyChain-None-FloorLamp-203_0:,FAIL
279,look_at_obj_in_light-Box-None-DeskLamp-314_0:,PASS
280,look_at_obj_in_light-Box-None-DeskLamp-314_0:,FAIL
281,look_at_obj_in_light-Pen-None-FloorLamp-212_0:,PASS
282,look_at_obj_in_light-Statue-None-FloorLamp-211_0:,FAIL
283,look_at_obj_in_light-Statue-None-FloorLamp-211_0:,FAIL
284,look_at_obj_in_light-Box-None-DeskLamp-314_0:,PASS
285,look_at_obj_in_light-Statue-None-FloorLamp-211_0:,FAIL
286,look_at_obj_in_light-Cloth-None-DeskLamp-317_0:,FAIL
287,look_at_obj_in_light-KeyChain-None-FloorLamp-204_0:,FAIL
288,look_at_obj_in_light-Cloth-None-DeskLamp-317_0:,PASS
289,look_at_obj_in_light-RemoteControl-None-FloorLamp-210_0:,PASS
290,look_at_obj_in_light-RemoteControl-None-FloorLamp-210_0:,PASS
291,look_at_obj_in_light-Statue-None-FloorLamp-223_0:,FAIL
292,look_at_obj_in_light-Pen-None-FloorLamp-212_0:,PASS
293,look_at_obj_in_light-KeyChain-None-FloorLamp-204_0:,PASS
294,look_at_obj_in_light-Statue-None-FloorLamp-223_0:,FAIL
295,look_at_obj_in_light-Statue-None-FloorLamp-223_0:,PASS
296,look_at_obj_in_light-Cloth-None-DeskLamp-317_0:,PASS
297,look_at_obj_in_light-KeyChain-None-FloorLamp-204_0:,PASS
298,look_at_obj_in_light-RemoteControl-None-FloorLamp-210_0:,PASS
299,look_at_obj_in_light-Mug-None-DeskLamp-308_0:,PASS
300,look_at_obj_in_light-Mug-None-DeskLamp-308_0:,PASS
301,look_at_obj_in_light-KeyChain-None-FloorLamp-211_0:,PASS
302,look_at_obj_in_light-Mug-None-DeskLamp-308_0:,PASS
303,look_at_obj_in_light-Book-None-DeskLamp-302_0:,PASS
304,look_at_obj_in_light-Pillow-None-DeskLamp-305_0:,PASS
305,look_at_obj_in_light-KeyChain-None-FloorLamp-211_0:,PASS
306,look_at_obj_in_light-Book-None-DeskLamp-302_0:,PASS
307,look_at_obj_in_light-Pillow-None-DeskLamp-305_0:,PASS
308,look_at_obj_in_light-KeyChain-None-FloorLamp-211_0:,PASS
309,look_at_obj_in_light-Vase-None-DeskLamp-216_0:,PASS
310,look_at_obj_in_light-RemoteControl-None-FloorLamp-220_0:,PASS
311,look_at_obj_in_light-Vase-None-DeskLamp-216_0:,PASS
312,look_at_obj_in_light-RemoteControl-None-FloorLamp-220_0:,PASS
313,look_at_obj_in_light-Pillow-None-DeskLamp-324_0:,PASS
314,look_at_obj_in_light-Pillow-None-DeskLamp-324_0:,PASS
315,look_at_obj_in_light-Laptop-None-FloorLamp-221_0:,PASS
316,look_at_obj_in_light-Pillow-None-DeskLamp-324_0:,PASS
317,look_at_obj_in_light-CellPhone-None-FloorLamp-224_0:,PASS
318,look_at_obj_in_light-CellPhone-None-FloorLamp-224_0:,PASS
319,look_at_obj_in_light-AlarmClock-None-DeskLamp-304_0:,PASS
320,look_at_obj_in_light-AlarmClock-None-DeskLamp-304_0:,PASS
321,look_at_obj_in_light-Laptop-None-DeskLamp-216_0:,PASS
322,look_at_obj_in_light-AlarmClock-None-DeskLamp-304_0:,PASS
323,look_at_obj_in_light-Bowl-None-DeskLamp-305_0:,PASS
324,look_at_obj_in_light-Laptop-None-DeskLamp-216_0:,PASS
325,look_at_obj_in_light-Bowl-None-DeskLamp-305_0:,PASS
326,look_at_obj_in_light-Pen-None-DeskLamp-319_0:,PASS
327,look_at_obj_in_light-CreditCard-None-FloorLamp-206_0:,PASS
328,look_at_obj_in_light-CreditCard-None-FloorLamp-206_0:,PASS
329,look_at_obj_in_light-Laptop-None-DeskLamp-216_0:,PASS
330,look_at_obj_in_light-Pen-None-DeskLamp-319_0:,FAIL
331,look_at_obj_in_light-Pen-None-DeskLamp-319_0:,PASS
332,look_at_obj_in_light-Plate-None-FloorLamp-223_0:,PASS
333,look_at_obj_in_light-CellPhone-None-FloorLamp-203_0:,FAIL
334,look_at_obj_in_light-CellPhone-None-FloorLamp-203_0:,FAIL
335,look_at_obj_in_light-Pencil-None-FloorLamp-203_0:,FAIL
336,look_at_obj_in_light-Pencil-None-FloorLamp-203_0:,PASS
337,look_at_obj_in_light-Pencil-None-FloorLamp-203_0:,PASS
338,look_at_obj_in_light-Plate-None-FloorLamp-223_0:,FAIL
339,look_at_obj_in_light-BasketBall-None-DeskLamp-314_0:,FAIL
340,look_at_obj_in_light-BasketBall-None-DeskLamp-320_0:,FAIL
341,look_at_obj_in_light-BasketBall-None-DeskLamp-320_0:,FAIL
342,look_at_obj_in_light-BasketBall-None-DeskLamp-314_0:,PASS
343,look_at_obj_in_light-CreditCard-None-FloorLamp-228_0:,FAIL
344,look_at_obj_in_light-BasketBall-None-DeskLamp-314_0:,PASS
345,look_at_obj_in_light-Pen-None-DeskLamp-316_0:,PASS
346,look_at_obj_in_light-CreditCard-None-FloorLamp-228_0:,FAIL
347,look_at_obj_in_light-Pillow-None-DeskLamp-301_0:,PASS
348,look_at_obj_in_light-Pillow-None-DeskLamp-301_0:,PASS
349,look_at_obj_in_light-Pillow-None-DeskLamp-301_0:,PASS
350,look_at_obj_in_light-Pen-None-DeskLamp-316_0:,PASS
351,look_at_obj_in_light-BasketBall-None-DeskLamp-320_0:,PASS
352,look_at_obj_in_light-Plate-None-FloorLamp-223_0:,PASS
353,look_at_obj_in_light-CreditCard-None-FloorLamp-228_0:,PASS
354,look_at_obj_in_light-Pen-None-FloorLamp-221_0:,PASS
355,look_at_obj_in_light-Pen-None-FloorLamp-221_0:,PASS
356,look_at_obj_in_light-Vase-None-FloorLamp-204_0:,FAIL
357,look_at_obj_in_light-Vase-None-FloorLamp-204_0:,FAIL
358,look_at_obj_in_light-Vase-None-FloorLamp-204_0:,FAIL
359,look_at_obj_in_light-CD-None-DeskLamp-328_0:,PASS
360,look_at_obj_in_light-CD-None-DeskLamp-328_0:,FAIL
361,look_at_obj_in_light-CD-None-DeskLamp-328_0:,PASS
362,look_at_obj_in_light-Pen-None-FloorLamp-221_0:,PASS
363,look_at_obj_in_light-Laptop-None-FloorLamp-219_0:,PASS
364,look_at_obj_in_light-Laptop-None-FloorLamp-219_0:,PASS
365,look_at_obj_in_light-Laptop-None-FloorLamp-219_0:,PASS
366,look_at_obj_in_light-Pillow-None-DeskLamp-307_0:,PASS
367,look_at_obj_in_light-Pillow-None-DeskLamp-307_0:,PASS
368,look_at_obj_in_light-RemoteControl-None-FloorLamp-218_0:,PASS
369,look_at_obj_in_light-Pillow-None-DeskLamp-307_0:,PASS
370,look_at_obj_in_light-Vase-None-FloorLamp-223_0:,PASS
371,look_at_obj_in_light-Vase-None-FloorLamp-223_0:,PASS
372,look_at_obj_in_light-RemoteControl-None-FloorLamp-218_0:,PASS
373,look_at_obj_in_light-RemoteControl-None-FloorLamp-224_0:,PASS
374,look_at_obj_in_light-RemoteControl-None-FloorLamp-224_0:,PASS
375,look_at_obj_in_light-RemoteControl-None-FloorLamp-224_0:,PASS
376,look_at_obj_in_light-AlarmClock-None-DeskLamp-308_0:,FAIL
377,look_at_obj_in_light-RemoteControl-None-FloorLamp-218_0:,FAIL
378,look_at_obj_in_light-Vase-None-FloorLamp-223_0:,FAIL
379,look_at_obj_in_light-Bowl-None-DeskLamp-307_0:,PASS
380,look_at_obj_in_light-Box-None-DeskLamp-305_0:,FAIL
381,look_at_obj_in_light-Box-None-DeskLamp-305_0:,FAIL
